video_id,channel_rank,title,url,title_stem,kind,category,board_count,meeting_date,date_source,date_flag,note,classification_source,classified_by,classified_at
fnWsMN_Vw9U,2965,"""We Are Coming to You' - Historical Society Presentation",https://www.youtube.com/watch?v=fnWsMN_Vw9U,"""We Are Coming to You' - Historical Society Presentation",not_a_meeting,community_event,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
ABfO0EQSOPw,2966,Community News 09.05.19,https://www.youtube.com/watch?v=ABfO0EQSOPw,Community News,not_a_meeting,programming,0,2019-09-05,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
9RytVr2VrMo,2967,School Committee 09.04.19,https://www.youtube.com/watch?v=9RytVr2VrMo,School Committee,meeting,regular,1,2019-09-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
a1GvUfsZpOM,2968,Selectmen Meeting 09.03.19,https://www.youtube.com/watch?v=a1GvUfsZpOM,Selectmen Meeting,meeting,regular,1,2019-09-03,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
pHgTKpXhzGc,2969,St. Boniface Mass 09.01.19,https://www.youtube.com/watch?v=pHgTKpXhzGc,St. Boniface Mass,not_a_meeting,religious_service,0,2019-09-01,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
qUNqpsqkodo,2970,Community News 08.29.19,https://www.youtube.com/watch?v=qUNqpsqkodo,Community News,not_a_meeting,programming,0,2019-08-29,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
HUwdMXBKjMI,2971,St. Boniface Mass 08.25.19,https://www.youtube.com/watch?v=HUwdMXBKjMI,St. Boniface Mass,not_a_meeting,religious_service,0,2019-08-25,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
jCLcB5d96AE,2972,Planning Board 08.26.19,https://www.youtube.com/watch?v=jCLcB5d96AE,Planning Board,meeting,regular,1,2019-08-26,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
bQ3dFJYfTPs,2973,Finance Committee 08.22.19,https://www.youtube.com/watch?v=bQ3dFJYfTPs,Finance Committee,meeting,regular,1,2019-08-22,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
M_k7nDpjnII,2974,Community News 08.22.19,https://www.youtube.com/watch?v=M_k7nDpjnII,Community News,not_a_meeting,programming,0,2019-08-22,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
pJzkNZlHlw0,2975,Conservation Commission 08.21.19,https://www.youtube.com/watch?v=pJzkNZlHlw0,Conservation Commission,meeting,regular,1,2019-08-21,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
yFFGsfEOFyU,2976,Selectmen Meeting 08.20.19,https://www.youtube.com/watch?v=yFFGsfEOFyU,Selectmen Meeting,meeting,regular,1,2019-08-20,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
jROi8brDpQ0,2977,St. Boniface Mass 08.18.19,https://www.youtube.com/watch?v=jROi8brDpQ0,St. Boniface Mass,not_a_meeting,religious_service,0,2019-08-18,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
4hl978g2LXo,2978,School Committee 08.14.19,https://www.youtube.com/watch?v=4hl978g2LXo,School Committee,meeting,regular,1,2019-08-14,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Qlg_M296z1k,2979,Community News 08.15.19,https://www.youtube.com/watch?v=Qlg_M296z1k,Community News,not_a_meeting,programming,0,2019-08-15,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
ReJOsf5GbkI,2980,Sagit Zilberman - Lunenburg Library 08.14.19,https://www.youtube.com/watch?v=ReJOsf5GbkI,Sagit Zilberman - Lunenburg Library,not_a_meeting,library_program,0,2019-08-14,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
zxA_WQlSG-Q,2981,"Talkin' Baseball - Center Fielders, Season 5 Episode 6",https://www.youtube.com/watch?v=zxA_WQlSG-Q,"Talkin' Baseball - Center Fielders, Season 5 Episode 6",not_a_meeting,programming,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
Q9mIJ4SoHd0,2982,Selectmen Meeting 08.13.19,https://www.youtube.com/watch?v=Q9mIJ4SoHd0,Selectmen Meeting,meeting,regular,1,2019-08-13,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
97ZunJM0I5I,2983,Planning Board 08 12 2019 1 of 2,https://www.youtube.com/watch?v=97ZunJM0I5I,Planning Board 08 12 2019 1 of 2,meeting,part,1,,unknown,,the date is inside the title and did not parse,model,claude-opus-5 (1M context),2026-09-08
vrjUNhTJZGM,2984,St.Boniface Mass 08.11.19,https://www.youtube.com/watch?v=vrjUNhTJZGM,St.Boniface Mass,not_a_meeting,religious_service,0,2019-08-11,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
lQYIytIyWps,2985,Planning Board 08.12.19 Part 2 of 2,https://www.youtube.com/watch?v=lQYIytIyWps,Planning Board Part 2 of 2,meeting,part,1,2019-08-12,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
IJZQkbrhU_k,2986,Band Concert 08.05.19,https://www.youtube.com/watch?v=IJZQkbrhU_k,Band Concert,not_a_meeting,school_event,0,2019-08-05,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
EavTh048kvg,2987,Fincom 08 08 19,https://www.youtube.com/watch?v=EavTh048kvg,Fincom,meeting,regular,1,2019-08-08,title (mm dd yy),,,model,claude-opus-5 (1M context),2026-09-08
PF0i50nFX5Y,2988,Selectmen2019 08 06,https://www.youtube.com/watch?v=PF0i50nFX5Y,Selectmen2019 08 06,meeting,regular,1,,unknown,,the date is inside the title and did not parse,model,claude-opus-5 (1M context),2026-09-08
AUMUvCRRyvc,2989,Sewer Commoission 7.30.19 Sewer Commission 7 30,https://www.youtube.com/watch?v=AUMUvCRRyvc,Sewer Commoission Sewer Commission 7 30,meeting,regular,1,2019-07-30,title (mm.dd.yy),,the title gives a month and day and no year,model,claude-opus-5 (1M context),2026-09-08
opYKeZ1BAYk,2990,Lunenburg Band Concert 07.29.17,https://www.youtube.com/watch?v=opYKeZ1BAYk,Lunenburg Band Concert,not_a_meeting,school_event,0,2017-07-29,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
lgfXuV6uyKI,2991,Boys & Girls Club Breakfast with Santa 07.27.19,https://www.youtube.com/watch?v=lgfXuV6uyKI,Boys & Girls Club Breakfast with Santa,not_a_meeting,community_event,0,2019-07-27,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
MnI6Y-n-3eg,2992,St. Boniface Mass 07.28.19,https://www.youtube.com/watch?v=MnI6Y-n-3eg,St. Boniface Mass,not_a_meeting,religious_service,0,2019-07-28,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
u_Qwrlq2XU4,2993,The Great Cardboard Boat Race 07.27.19,https://www.youtube.com/watch?v=u_Qwrlq2XU4,The Great Cardboard Boat Race,not_a_meeting,community_event,0,2019-07-27,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
wPQkIRgFWrE,2994,Fincom 07 25 19,https://www.youtube.com/watch?v=wPQkIRgFWrE,Fincom,meeting,regular,1,2019-07-25,title (mm dd yy),,,model,claude-opus-5 (1M context),2026-09-08
O3GNNzsGn7U,2995,Community News 07.26.19,https://www.youtube.com/watch?v=O3GNNzsGn7U,Community News,not_a_meeting,programming,0,2019-07-26,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
DHItiPG_LA4,2996,Marc Berger at the Lunenburg Library 07.12.19,https://www.youtube.com/watch?v=DHItiPG_LA4,Marc Berger at the Lunenburg Library,not_a_meeting,library_program,0,2019-07-12,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
fqylhrbnb00,2997,Dan Kerouac at the Eagle House 07.24.19,https://www.youtube.com/watch?v=fqylhrbnb00,Dan Kerouac at the Eagle House,not_a_meeting,senior_center,0,2019-07-24,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
04NYIjOmuUE,2998,Selectmen Meeting 07.23.19,https://www.youtube.com/watch?v=04NYIjOmuUE,Selectmen Meeting,meeting,regular,1,2019-07-23,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
zcT7YGO8vGE,2999,St. Boniface Mass 07.21.19,https://www.youtube.com/watch?v=zcT7YGO8vGE,St. Boniface Mass,not_a_meeting,religious_service,0,2019-07-21,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
MfwyWxinCSE,3000,Planning Board 7.22.19 PlanningBoard072219,https://www.youtube.com/watch?v=MfwyWxinCSE,Planning Board 7.22.19 PlanningBoard,meeting,regular,1,2019-07-22,title (mmddyy),,,model,claude-opus-5 (1M context),2026-09-08
-WYhl4u4DoE,3001,Community News 07.19.19,https://www.youtube.com/watch?v=-WYhl4u4DoE,Community News,not_a_meeting,programming,0,2019-07-19,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
JtRqiL9yjog,3002,"Talkin' Baseball - Left Fielders, Season 5 Episode 5",https://www.youtube.com/watch?v=JtRqiL9yjog,"Talkin' Baseball - Left Fielders, Season 5 Episode 5",not_a_meeting,programming,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
-Vx_hhYRNA8,3003,Conservation Commission 07.17.19,https://www.youtube.com/watch?v=-Vx_hhYRNA8,Conservation Commission,meeting,regular,1,2019-07-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
sSgCt3tygV4,3004,Lunenburg Band Concert 07.15.19,https://www.youtube.com/watch?v=sSgCt3tygV4,Lunenburg Band Concert,not_a_meeting,school_event,0,2019-07-15,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
pGLw9_gBd7Q,3005,Selectman Meeting 07.16.19,https://www.youtube.com/watch?v=pGLw9_gBd7Q,Selectman Meeting,meeting,regular,1,2019-07-16,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
lrweWjD7jTU,3006,St. Boniface Mass 07.14.19,https://www.youtube.com/watch?v=lrweWjD7jTU,St. Boniface Mass,not_a_meeting,religious_service,0,2019-07-14,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
16uh0eUk8Kw,3007,Community News 07.11.19,https://www.youtube.com/watch?v=16uh0eUk8Kw,Community News,not_a_meeting,programming,0,2019-07-11,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
9MkC2cSmjFI,3008,Lunenburg Band Concert 07.08.19,https://www.youtube.com/watch?v=9MkC2cSmjFI,Lunenburg Band Concert,not_a_meeting,school_event,0,2019-07-08,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
9yW1n8p-jYw,3009,ZBA 07.10.2019,https://www.youtube.com/watch?v=9yW1n8p-jYw,ZBA,meeting,regular,1,2019-07-10,title (mm.dd.yy),,the channel's abbreviation,model,claude-opus-5 (1M context),2026-09-08
rGdH7AVLe7I,3010,Selectmen 07 09 2019,https://www.youtube.com/watch?v=rGdH7AVLe7I,Selectmen 07 09 2019,meeting,regular,1,,unknown,,the date is inside the title and did not parse,model,claude-opus-5 (1M context),2026-09-08
KOo6MQzadd8,3011,Planning Board 07 08 19,https://www.youtube.com/watch?v=KOo6MQzadd8,Planning Board,meeting,regular,1,2019-07-08,title (mm dd yy),,,model,claude-opus-5 (1M context),2026-09-08
2t3l8ueJAvE,3012,Hickory Hills Boat Parade 07.06.19,https://www.youtube.com/watch?v=2t3l8ueJAvE,Hickory Hills Boat Parade,not_a_meeting,community_event,0,2019-07-06,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
mds9lMsojC4,3013,St. Boniface Mass 07.07.19,https://www.youtube.com/watch?v=mds9lMsojC4,St. Boniface Mass,not_a_meeting,religious_service,0,2019-07-07,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
gMhD5xkOFeY,3014,St. Boniface Mass 06.30.19,https://www.youtube.com/watch?v=gMhD5xkOFeY,St. Boniface Mass,not_a_meeting,religious_service,0,2019-06-30,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
0cejV_XiUDg,3015,Walking to Listen,https://www.youtube.com/watch?v=0cejV_XiUDg,Walking to Listen,not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
-M7PDz8xqLA,3016,Dueling Pianos with Adam Bergeron & Ethan Stone,https://www.youtube.com/watch?v=-M7PDz8xqLA,Dueling Pianos with Adam Bergeron & Ethan Stone,not_a_meeting,community_event,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
8DzY0SyKEx8,3017,LUNCH,https://www.youtube.com/watch?v=8DzY0SyKEx8,LUNCH,undetermined,,0,,unknown,,"one word, no body and no subject",model,claude-opus-5 (1M context),2026-09-08
1QFDbZbj8aw,3018,Beecology,https://www.youtube.com/watch?v=1QFDbZbj8aw,Beecology,not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
xifvWEa9CnU,3019,Community News 06.27.19,https://www.youtube.com/watch?v=xifvWEa9CnU,Community News,not_a_meeting,programming,0,2019-06-27,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
LVhP_Q79pNA,3020,Zoning Board of Appleals 06.26.19,https://www.youtube.com/watch?v=LVhP_Q79pNA,Zoning Board of Appleals,meeting,regular,1,2019-06-26,title (mm.dd.yy),,misspelling,model,claude-opus-5 (1M context),2026-09-08
tezwAVqyGdI,3021,Planning Board 06.24.19,https://www.youtube.com/watch?v=tezwAVqyGdI,Planning Board,meeting,regular,1,2019-06-24,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
A8CjgGbWHAI,3022,Community News 06.20.19,https://www.youtube.com/watch?v=A8CjgGbWHAI,Community News,not_a_meeting,programming,0,2019-06-20,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
AyJC4odM9R8,3023,"Talkin' Baseball - First Basemen, Season 5 Episode 4",https://www.youtube.com/watch?v=AyJC4odM9R8,"Talkin' Baseball - First Basemen, Season 5 Episode 4",not_a_meeting,programming,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
X9iToIcud6o,3024,History of the Historian with Gordon Edes - Eagle House Senior Center 06.18.19,https://www.youtube.com/watch?v=X9iToIcud6o,History of the Historian with Gordon Edes - Eagle House Senior Center,not_a_meeting,senior_center,0,2019-06-18,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
c9NBb_cIViM,3025,School Committee 06.19.19,https://www.youtube.com/watch?v=c9NBb_cIViM,School Committee,meeting,regular,1,2019-06-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Zn4WWlHHDjk,3026,Selectmen Meeting 06.18.19,https://www.youtube.com/watch?v=Zn4WWlHHDjk,Selectmen Meeting,meeting,regular,1,2019-06-18,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
8JratjSRUTU,3027,St. Boniface Mass 06.16.19,https://www.youtube.com/watch?v=8JratjSRUTU,St. Boniface Mass,not_a_meeting,religious_service,0,2019-06-16,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
FnFLY1cDD4c,3028,Nahum Gardner Hazard Presentation - Lunenburg Library,https://www.youtube.com/watch?v=FnFLY1cDD4c,Nahum Gardner Hazard Presentation - Lunenburg Library,not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
FsAR3ryRiuU,3029,Cruise Night 06.12.19,https://www.youtube.com/watch?v=FsAR3ryRiuU,Cruise Night,not_a_meeting,community_event,0,2019-06-12,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
giAxMvYzeuk,3030,Lunenburg Arts Festival and Amory Phelps Interview 06.08.19,https://www.youtube.com/watch?v=giAxMvYzeuk,Lunenburg Arts Festival and Amory Phelps Interview,not_a_meeting,community_event,0,2019-06-08,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
wTbyt2yCbH0,3031,Community News 06.14.19,https://www.youtube.com/watch?v=wTbyt2yCbH0,Community News,not_a_meeting,programming,0,2019-06-14,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
pRnuo0I2cew,3032,Zoning Board of Appeals 06.12.19,https://www.youtube.com/watch?v=pRnuo0I2cew,Zoning Board of Appeals,meeting,regular,1,2019-06-12,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
k47niO9-U_o,3033,Selectmen Meeting 06.11.19,https://www.youtube.com/watch?v=k47niO9-U_o,Selectmen Meeting,meeting,regular,1,2019-06-11,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
3ak-g3LhIDc,3034,Planning Board 06.10.19,https://www.youtube.com/watch?v=3ak-g3LhIDc,Planning Board,meeting,regular,1,2019-06-10,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
-Yc-4Raxa98,3035,St.Boniface Mass 06.09.19,https://www.youtube.com/watch?v=-Yc-4Raxa98,St.Boniface Mass,not_a_meeting,religious_service,0,2019-06-09,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
aQCRGpOcPvw,3036,Lunenburg Community News 06.06.19,https://www.youtube.com/watch?v=aQCRGpOcPvw,Lunenburg Community News,not_a_meeting,programming,0,2019-06-06,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
HtsXeXy5uaQ,3037,School Committee 06.05.19,https://www.youtube.com/watch?v=HtsXeXy5uaQ,School Committee,meeting,regular,1,2019-06-05,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
5mPlKSmOYdw,3038,Selectmen Meeting 06.04.19,https://www.youtube.com/watch?v=5mPlKSmOYdw,Selectmen Meeting,meeting,regular,1,2019-06-04,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
QhF_SXV6vqg,3039,Finance Committee 05.23.19,https://www.youtube.com/watch?v=QhF_SXV6vqg,Finance Committee,meeting,regular,1,2019-05-23,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
BpMPe1Sykqs,3040,LHS GRADUATION 06.01.19,https://www.youtube.com/watch?v=BpMPe1Sykqs,LHS GRADUATION,not_a_meeting,school_event,0,2019-06-01,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
9QvPEGSqAPA,3041,Lunenburg Police Fire & EMT Memorial Ceremony 06.02.19,https://www.youtube.com/watch?v=9QvPEGSqAPA,Lunenburg Police Fire & EMT Memorial Ceremony,not_a_meeting,ceremony,0,2019-06-02,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
l8YaEJTDTso,3042,Community News 05.31.19,https://www.youtube.com/watch?v=l8YaEJTDTso,Community News,not_a_meeting,programming,0,2019-05-31,title (mm.dd.yy),,the channel's own news show,model,claude-opus-5 (1M context),2026-09-08
NlOpddtntSg,3043,St. Boniface Mass 05.26.19,https://www.youtube.com/watch?v=NlOpddtntSg,St. Boniface Mass,not_a_meeting,religious_service,0,2019-05-26,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
_EM0Lisa3bE,3044,Sewer Commission 05.28.19,https://www.youtube.com/watch?v=_EM0Lisa3bE,Sewer Commission,meeting,regular,1,2019-05-28,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
e0gvMwAHIo0,3045,Memorial Day Ceremony 05.27.19,https://www.youtube.com/watch?v=e0gvMwAHIo0,Memorial Day Ceremony,not_a_meeting,ceremony,0,2019-05-27,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
dJvXvSzbuXw,3046,School Committee Meeting 05.22.19,https://www.youtube.com/watch?v=dJvXvSzbuXw,School Committee Meeting,meeting,regular,1,2019-05-22,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
-T3KNq09rHo,3047,"Talkin' Baseball - Second Base, Season 5 Episode 3",https://www.youtube.com/watch?v=-T3KNq09rHo,"Talkin' Baseball - Second Base, Season 5 Episode 3",not_a_meeting,programming,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
aqcOFP1z1VE,3048,Dementia Friendly Lunenburg Kickoff 05.20.19,https://www.youtube.com/watch?v=aqcOFP1z1VE,Dementia Friendly Lunenburg Kickoff,not_a_meeting,community_event,0,2019-05-20,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
LrDsyOfWUg0,3049,Zoning Board of Appeals 05.22.19,https://www.youtube.com/watch?v=LrDsyOfWUg0,Zoning Board of Appeals,meeting,regular,1,2019-05-22,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
GSNVfugH4Sw,3050,St. Boniface Mass 05.19.19,https://www.youtube.com/watch?v=GSNVfugH4Sw,St. Boniface Mass,not_a_meeting,religious_service,0,2019-05-19,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
v1CIInfw-J8,3051,Selectmen Meeting 05.21.19,https://www.youtube.com/watch?v=v1CIInfw-J8,Selectmen Meeting,meeting,regular,1,2019-05-21,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
rwi8k8EQ51A,3052,LHS EXPO 05.17.19,https://www.youtube.com/watch?v=rwi8k8EQ51A,LHS EXPO,not_a_meeting,school_event,0,2019-05-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
EQ2-k1FWpME,3053,The Stigma of Mental Illness 2,https://www.youtube.com/watch?v=EQ2-k1FWpME,The Stigma of Mental Illness 2,not_a_meeting,presentation,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
rSRyw-G-2yg,3054,Edible Wild Plants and Mushrooms In and Around Lunenburg with Russ Cohen,https://www.youtube.com/watch?v=rSRyw-G-2yg,Edible Wild Plants and Mushrooms In and Around Lunenburg with Russ Cohen,not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
gT1HMI1kCbs,3055,Conservation Commission 05.15.19,https://www.youtube.com/watch?v=gT1HMI1kCbs,Conservation Commission,meeting,regular,1,2019-05-15,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
rFicJIzUPBQ,3056,Selectmen Meeting 05.14.19,https://www.youtube.com/watch?v=rFicJIzUPBQ,Selectmen Meeting,meeting,regular,1,2019-05-14,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
3wJxyL9JZak,3057,Planning Board Meeting 05.13.19,https://www.youtube.com/watch?v=3wJxyL9JZak,Planning Board Meeting,meeting,regular,1,2019-05-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
BN4JTmIInUs,3058,St. Boniface Mass 05.12.19,https://www.youtube.com/watch?v=BN4JTmIInUs,St. Boniface Mass,not_a_meeting,religious_service,0,2019-05-12,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
4zMNpF98z68,3059,Historic Women of Lunenburg 05.10.19,https://www.youtube.com/watch?v=4zMNpF98z68,Historic Women of Lunenburg,not_a_meeting,community_event,0,2019-05-10,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
fLLOOnetK1E,3060,TownMeeting050419 Part6,https://www.youtube.com/watch?v=fLLOOnetK1E,TownMeeting Part6,meeting,part,1,2019-05-04,title (mmddyy),,,model,claude-opus-5 (1M context),2026-09-08
H6SIzuHVGOc,3061,TownMeeting050419 Part5,https://www.youtube.com/watch?v=H6SIzuHVGOc,TownMeeting Part5,meeting,part,1,2019-05-04,title (mmddyy),,,model,claude-opus-5 (1M context),2026-09-08
9A1vP8AeM_0,3062,TownMeeting050419 Part4,https://www.youtube.com/watch?v=9A1vP8AeM_0,TownMeeting Part4,meeting,part,1,2019-05-04,title (mmddyy),,,model,claude-opus-5 (1M context),2026-09-08
_gN94hMrt9c,3063,TownMeeting050419 Part3,https://www.youtube.com/watch?v=_gN94hMrt9c,TownMeeting Part3,meeting,part,1,2019-05-04,title (mmddyy),,,model,claude-opus-5 (1M context),2026-09-08
7Qv8mFdfej8,3064,TownMeeting050419 Part2,https://www.youtube.com/watch?v=7Qv8mFdfej8,TownMeeting Part2,meeting,part,1,2019-05-04,title (mmddyy),,,model,claude-opus-5 (1M context),2026-09-08
9Qd42Nrj0R8,3065,Town Meeting 05.04.19   Part 1,https://www.youtube.com/watch?v=9Qd42Nrj0R8,Town Meeting Part 1,meeting,part,1,2019-05-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
47kWMjQRMoE,3066,"Knights Roundtable - Extended Day Program, Season 1 Episode 6",https://www.youtube.com/watch?v=47kWMjQRMoE,"Knights Roundtable - Extended Day Program, Season 1 Episode 6",not_a_meeting,school_programming,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
z2KisYXjbUM,3067,Selectmen Meeting 05.07.19,https://www.youtube.com/watch?v=z2KisYXjbUM,Selectmen Meeting,meeting,regular,1,2019-05-07,title (mm.dd.yy),,title uses the pre-2020 name,model,claude-opus-5 (1M context),2026-09-08
K5q74qM645k,3068,Ted Reinstein at the Eagle House,https://www.youtube.com/watch?v=K5q74qM645k,Ted Reinstein at the Eagle House,not_a_meeting,senior_center,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
E07_u7YylFE,3069,St. Boniface Mass 05.05.19,https://www.youtube.com/watch?v=E07_u7YylFE,St. Boniface Mass,not_a_meeting,religious_service,0,2019-05-05,title (mm.dd.yy),,Roman Catholic parish liturgy carried by the PEG channel,model,claude-opus-5 (1M context),2026-09-08
dO_sCMMZeZ8,3070,Planning Board 04.29.19,https://www.youtube.com/watch?v=dO_sCMMZeZ8,Planning Board,meeting,regular,1,2019-04-29,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
cO7cpvRNT1c,3071,Kate Duffy LIVE!! Sponsored by Lunenburg ROAR 04.30.19,https://www.youtube.com/watch?v=cO7cpvRNT1c,Kate Duffy LIVE!! Sponsored by Lunenburg ROAR,not_a_meeting,nonprofit,0,2019-04-30,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
DU9WEvsa_Ps,3072,School Committee 05.01.19,https://www.youtube.com/watch?v=DU9WEvsa_Ps,School Committee,meeting,regular,1,2019-05-01,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
kxoPx68au-Y,3073,Sewer Commission 04.30.19,https://www.youtube.com/watch?v=kxoPx68au-Y,Sewer Commission,meeting,regular,1,2019-04-30,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
V6uOfmqvtrI,3074,Annual Poetry Reading Event - Lunenburg Library 04.29.19,https://www.youtube.com/watch?v=V6uOfmqvtrI,Annual Poetry Reading Event - Lunenburg Library,not_a_meeting,library_program,0,2019-04-29,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
