dataset,fy,edition,page,panel,group,label,label_missing,kind,row_check,derived_cell,table_family,line_no,columns_as_printed,v1,v2,v3,v4,v5,v6,v7,v8,n_values,ruler_spanned,repaired_cells,unparsed_cells,column_meaning,status,reconciliation
trust_funds,2019,FY2019,46,,LIBRARY FUNDS,SUBTOTALS,,subtotal,,,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,1751452.91,119100.88,29015.29,216656.00,0.00,2116225.08,45211.44,,7,,0,,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,46,,LIBRARY FUNDS,GRAND TOTALS,,grand_total,,,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,2528358.08,229569.73,39372.14,215668.50,-2488.85,3010479.60,55493.92,,7,yes,0,,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,ARTS LOTTERY (MMDT),,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8111.00,6330.86,,-4667.82,8983.19,,,,4,,0,"$129.02     $7,191.13",,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,PLAYGROUND TRUST (MMDT),,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8126.00,77.69,2.66,,80.35,,,,4,,0,,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,MABEL ALLEN UNITIL STOCK #20376,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8116.00,498.00,,,498.00,,,,3,,0,,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,JOSEPH HARWOOD UNTIL STOCK,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8116.00,480.48,,,480.48,,,,3,,0,,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,B114,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,,25708.98,1400.52,,27109.50,,,,3,,0,B114,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,B129,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,,,572.87,,229464.69,,,,2,,0,"B129 | $22B,891.82",,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,SEWER RESERVE CAPACITY (UNIBANK),,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8132.00,3524.95,,,10032.72,,,,3,,0,"$58.14     $6,449.63",,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,SEWER INFLOW (UNIBANK),,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8133.00,20.87,21.16,,42.03,,,,4,,0,,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,LINDE SACKSEN SCHOLARSHIP FUND (L,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8135.00,2410.13,7.36,,2417.49,,,,4,,1,,,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,VEHICLE/EQUIPMENT STABILIZATION (N,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,8136.00,236302.39,,,643788.80,,,,3,,0,"$8,259.41   $399,227.00",,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2019,FY2019,47,,LIBRARY FUNDS,GRAND TOTALS,,grand_total,,,,,TOWN OF LUNENBURG | TRUST FUNDS STABILIZATION FUNDS FISCAL YEAR: | EY 2019 FY 2019 FY 2019 FY 2019 FY 2019 EY 2019 EY 2019 | ACCOUNT BEGINNING BEGINNING TRANSFERS TRANSFERS ENDING CASH UNREALIZED E | ,,504246.17,,-54667.82,922897.25,,,,3,,1,"$0.00 $10.451.14 $412,867.76",,check failed,"v1: 2,856,386.21 vs 2,528,358.08 (+328,028.13) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v2: 127,215.65 vs 229,569.73 (-102,354.08) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 32,251.11 vs 39,372.14 (-7,121.03) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 215,698.50 vs 215,668.50 (+30.00) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v5: -256.06 vs -2,488.85 (+2,232.79) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v6: 2,836,585.06 vs 3,010,479.60 (-173,894.54) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v7: 61,549.82 vs 55,493.92 (+6,055.90) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CEMETERY FUNDS,PERPETUAL CARE BEQUEST,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,1892.30,6356.08,206862.08,,,,,3,,0,"$805.35  $3,010.44",,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CEMETERY FUNDS,C. ALLEN HEADSTONE,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,3.47,11.75,38244.00,,,,,3,,0,$265.11     $5.58,,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CEMETERY FUNDS,SALE OF CEMETERY LOTS,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,33.13,1816.35,59114.27,,,,,3,,0,"$3,075.77 $1,175.83",,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CEMETERY FUNDS,SUBTOTALS,,subtotal,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,1928.90,8184.18,266358.79,,,,,3,,0,"$4,146.23 $4,191.85",,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CONSERVATION FUNDS,CONSERVATION LAND PURCHASE,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,439.14,1689.59,54988.69,,,,,3,,0,"$33,482.31  $830.52",,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CONSERVATION FUNDS,R. BURTON CONSERVATION,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,-2580.00,16.17,526.11,,,,,3,,0,"$1,348.77    $22.61",,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CONSERVATION FUNDS,H. BENJAMIN CONSERVATION,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,-19.16,7.54,245.28,,,,,3,,0,$944.36    $14.02,,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CONSERVATION FUNDS,G. HUBBARD CONSERVATION,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,-17.18,5.26,171.04,,,,,3,,0,$827.50    $11.66,,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CONSERVATION FUNDS,I. KIMBALL CONSERVATION,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,-5855.00,2.95,95.94,,,,,3,,0,$416.03     $6.02,,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,CONSERVATION FUNDS,SUBTOTALS,,subtotal,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,,368.45,1721.51,56027.06,,,,,3,,0,"$37,018.97  $884.83",,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,LIBRARY FUNDS,CHARLES DICKERSON LIBRARY,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,1710.31,44.77,151.60,4933.81,,,,,4,,0,,,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,LIBRARY FUNDS,CATHERINE WATSON LIBRARY,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,1141.67,29.85,101.11,3290.74,,,,,4,,0,,,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2020,FY2020,40,,LIBRARY FUNDS,FRANCIS CALDWELL LIBRARY,,row,,,,,TOWN OF LUNENBURG Page 1 of 2 | TRUST FUNDS FISCAL YEAR 2020 SUMMARY | FY 2020) FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 FY 2020 | ACCOUNT BEGINNING BEGINNING BEGINNING NET CHAN,286.82,7.47,25.32,824.14,,,,,4,,0,,,check failed,"v2: 29,909.86 vs 7.00 (+29,902.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
